"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir05Ox-b14840.2",1.49668967034179e-15,0.989083269741642,0.112,0.027,2.95940448516682e-11,"Chir05Ox-b14840.2"
"Chir03Ox-b12850.2",1.28467710695833e-09,0.376815071167308,0.104,0.039,2.54019204358871e-05,"Chir03Ox-b12850.2"
"Chir08Ox-b28040.2",5.11031115690554e-15,0.277337421843221,0.149,0.051,1.01046182505493e-10,"Chir08Ox-b28040.2"
"Chir01Ox-b35900.2",9.68775743356052e-07,0.265327622825392,0.111,0.055,0.0191556027733792,"Chir01Ox-b35900.2"
"Chir03Ox-b05170.2",6.17218868000318e-06,0.288526446103219,0.109,0.056,0.122042686769703,"Chir03Ox-b05170.2"
"Chir01Ox-b03040.2",2.35703840797227e-18,0.323828896685505,0.174,0.059,4.66057204408356e-14,"Chir01Ox-b03040.2"
"Chir07Ox-b11470.2",9.15954248326256e-20,0.315841870585296,0.212,0.077,1.8111163352155e-15,"Chir07Ox-b11470.2"
"Chir07Ox-b03830.2",0.00184604340168897,0.320615052054037,0.126,0.088,1,"Chir07Ox-b03830.2"
"Chir01Ox-b03130.2",8.64064981299224e-13,0.321333718031342,0.191,0.089,1.70851568752296e-08,"Chir01Ox-b03130.2"
"Chir02Ox-b16020.2",3.16388622752205e-07,0.250067173306513,0.165,0.097,0.00625595223767935,"Chir02Ox-b16020.2"
"Chir01Ox-b00780.2",0.000109833562645606,0.429403714126895,0.151,0.098,1,"Chir01Ox-b00780.2"
