"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","23/346","293/25124",2.2857854343451e-11,2.68738819267207e-09,2.20208298170418e-09,"ATUTR3/DPMS1/NA/NA/NA/OST1b/ATERDJ2A/OST1a/ATUTR1/ATSPP/NA/ABX45/NA/DAD2/NA/NA/NA/NA/NA/DER1/NA/NA/NA",23
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","23/346","298/25124",3.21842897325996e-11,2.68738819267207e-09,2.20208298170418e-09,"ATUTR3/DPMS1/NA/NA/NA/OST1b/ATERDJ2A/OST1a/ATUTR1/ATSPP/NA/ABX45/NA/DAD2/NA/NA/NA/NA/NA/DER1/NA/NA/NA",23
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane","8/346","80/25124",1.46063875823177e-05,0.000739592174382472,0.000606032036997928,"ATUTR3/ATERDJ2A/ATUTR1/ATSPP/NA/NA/DER1/NA",8
"GO:0000137","GO:0000137","Golgi cis cisterna","6/346","41/25124",1.95606653107244e-05,0.000739592174382472,0.000606032036997928,"NA/AtVHP2;1/ATVSR3/AT-P4H-2/MANIA/NA",6
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","12/346","199/25124",2.21434782749243e-05,0.000739592174382472,0.000606032036997928,"NA/ATUTR3/ATERDJ2A/ATUTR1/ATSPP/NA/NA/AtOM47/DER1/MIC60/NA/ROCK1",12
"GO:0031301","GO:0031301","integral component of organelle membrane","11/346","194/25124",8.450420053745e-05,0.00235203358162569,0.00192728878418746,"NA/ATUTR3/ATERDJ2A/ATUTR1/ATSPP/NA/NA/AtOM47/DER1/MIC60/ROCK1",11
"GO:0030176","GO:0030176","integral component of endoplasmic reticulum membrane","7/346","78/25124",0.000101033905990512,0.00241038032863078,0.00197509891410023,"ATUTR3/ATERDJ2A/ATUTR1/ATSPP/NA/NA/DER1",7
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","16/346","391/25124",0.000117650041013394,0.00245594460615459,0.00201243491207121,"AtSCAMP2/NA/NA/ATFUT12/AtVHP2;1/ATVSR3/NA/PRA1.B4/AT-P4H-2/MANIA/PRA1.B1/ATHSGBP/AP4M/UGNT1/NA/NA",16
"GO:0005768","GO:0005768","endosome","16/346","418/25124",0.000250414556172451,0.00439050501922691,0.00359764041915851,"ATRAB-A2B/AtSCAMP2/NA/ATFUT12/AtVHP2;1/ATVSR3/NA/PRA1.B4/AT-P4H-2/MANIA/VPS28-2/ATHSGBP/NA/ATSNX1/ATRABA4C/NA",16
"GO:0000153","GO:0000153","cytoplasmic ubiquitin ligase complex","3/346","10/25124",0.000289194941386203,0.00439050501922691,0.00359764041915851,"NA/DER1/NA",3
