"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010275","GO:0010275","NAD(P)H dehydrogenase complex assembly","5/28","11/21895",1.07765394983635e-12,1.42250321378398e-10,8.9615433723233e-11,"NDH-O/CRR6/CRR9/CRR7/NdhN",5
"GO:0015979","GO:0015979","photosynthesis","5/28","197/21895",4.65496544444148e-06,0.000307227719333138,0.000193548563216251,"PnsL2/LHCA2*1/Lhca5/NDF2/PnsL1",5
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","3/28","30/21895",7.43021254107145e-06,0.000326929351807144,0.000205960277454261,"NDH-O/CRR9/NdhN",3
"GO:0019684","GO:0019684","photosynthesis, light reaction","4/28","128/21895",2.0464497601059e-05,0.000675328420834948,0.000425446134337806,"PnsL2/LHCA2*1/Lhca5/NDF2",4
"GO:0009409","GO:0009409","response to cold","5/28","427/21895",0.000187018423094885,0.00352935369378147,0.00222343653754973,"CRB/AOR/Lhca5/NA/ATGER3",5
"GO:0017014","GO:0017014","protein nitrosylation","2/28","16/21895",0.000187162695882351,0.00352935369378147,0.00222343653754973,"CRB/ATGER3",2
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation","2/28","16/21895",0.000187162695882351,0.00352935369378147,0.00222343653754973,"CRB/ATGER3",2
"GO:0032544","GO:0032544","plastid translation","2/28","20/21895",0.000295404505178437,0.00487417433544422,0.00307065209330218,"CRB/CSP41A",2
"GO:0009768","GO:0009768","photosynthesis, light harvesting in photosystem I","2/28","23/21895",0.000392422021875923,0.00575552298751354,0.00362588768750853,"LHCA2*1/Lhca5",2
"GO:0045727","GO:0045727","positive regulation of translation","2/28","31/21895",0.000716701572601101,0.00916653071285182,0.00577476815243456,"CRB/CSP41A",2
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","2/28","32/21895",0.000763877559404318,0.00916653071285182,0.00577476815243456,"CRB/CSP41A",2
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","4/28","351/21895",0.000980631950469648,0.00998712037711079,0.00629172655336325,"PnsL2/LHCA2*1/Lhca5/NDF2",4
"GO:0009765","GO:0009765","photosynthesis, light harvesting","2/28","37/21895",0.00102164496228568,0.00998712037711079,0.00629172655336325,"LHCA2*1/Lhca5",2
"GO:0042631","GO:0042631","cellular response to water deprivation","2/28","38/21895",0.0010775511636722,0.00998712037711079,0.00629172655336325,"CRB/AtLrgB",2
"GO:0071462","GO:0071462","cellular response to water stimulus","2/28","39/21895",0.0011349000428535,0.00998712037711079,0.00629172655336325,"CRB/AtLrgB",2
"GO:0018198","GO:0018198","peptidyl-cysteine modification","2/28","43/21895",0.00137865213687791,0.0113738801292428,0.00716536307982601,"CRB/ATGER3",2
