"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"Chir03Ox-b16200.2",1.55217554278432,0.143,0.0115,1,"DEGs","No"
"Chir01Ox-b35540.2",1.59050966689398,0.1715,0.017,2,"DEGs","No"
"Chir03Ox-b16210.2",1.63649896924769,0.24,0.019,3,"DEGs","No"
"Chir02Ox-b02310.2",0.481430070268699,0.363,0.0205,4,"DEGs","Yes"
"Chir01Ox-b08900.2",1.67652361768328,0.2355,0.026,5,"DEGs","No"
"Chir04Ox-b21990.2",1.28031533766846,0.418,0.026,6,"DEGs","No"
"Chir01Ox-b37770.2",1.00325014545421,0.369,0.027,7,"GEP_47 and DEGs","No"
"Chir06Ox-b05170.2",1.76989072142511,0.374,0.028,8,"DEGs","No"
"Chir06Ox-b21610.2",1.55664457557942,0.689,0.036,9,"GEP_26 and DEGs","No"
"Chir01Ox-b43670.2",1.20973801508308,0.577,0.037,10,"GEP_47 and DEGs","No"
"Chir03Ox-b03470.2",0.865869102982675,0.61,0.038,11,"GEP_26 and DEGs","No"
"Chir07Ox-b14210.2",2.172002516394,0.5585,0.04,12,"DEGs","No"
"Chir06Ox-b24060.2",1.09520475032045,0.58,0.042,13,"GEP_26 and DEGs","Yes"
"Chir03Ox-b16230.2",2.43352950225121,0.409,0.044,14,"DEGs","No"
"Chir07Ox-b20660.2",2.45013863197424,0.6035,0.044,15,"DEGs","No"
"Chir03Ox-b08480.2",3.27571661517865,0.272,0.0465,16,"DEGs","No"
"Chir06Ox-b17250.2",1.79416596053757,0.68,0.052,17,"GEP_12 and DEGs","No"
"Chir01Ox-b18000.2",0.711801814928029,0.58,0.0525,18,"DEGs","Yes"
"Chir05Ox-b15810.2",1.20023349488465,0.767,0.056,19,"GEP_47 and DEGs","No"
"Chir04Ox-b21810.2",0.78356227876173,0.607,0.057,20,"DEGs","Yes"
"Chir06Ox-b20720.2",1.03543257263921,0.757,0.059,21,"GEP_12 and DEGs","No"
"Chir03Ox-b03530.2",1.7631087713824,0.802,0.06,22,"GEP_47 and DEGs","No"
"Chir05Ox-b12470.2",1.00127375879117,0.693,0.062,23,"GEP_12 and DEGs","Yes"
"Chir06Ox-b00960.2",0.898030312140914,0.709,0.0655,24,"DEGs","Yes"
"Chir01Ox-b24250.2",0.503377030557365,0.299,0.0655,25,"DEGs","Yes"
"Chir06Ox-b14130.2",2.01646440848963,0.868,0.069,26,"GEP_26 and DEGs","No"
"Chir06Ox-b37150.2",0.888349510272806,0.605,0.069,27,"GEP_26 and DEGs","No"
"Chir01Ox-b35440.2",1.4412009355301,0.837,0.069,28,"GEP_47 and DEGs","No"
"Chir04Ox-b23240.2",1.5027759621831,0.792,0.069,29,"GEP_47 and DEGs","No"
"Chir03Ox-b04520.2",1.57945435049232,0.751,0.071,30,"GEP_47 and DEGs","No"
"Chir03Ox-b29260.2",1.56130236717566,0.815,0.072,31,"GEP_12 and DEGs","No"
"Chir05Ox-b06840.2",1.39712656294054,0.782,0.072,32,"GEP_12 and DEGs","Yes"
"Chir01Ox-b05720.2",2.09681483026875,0.764,0.075,33,"GEP_26 and DEGs","No"
"Chir03Ox-b24710.2",2.22771898900704,0.667,0.075,34,"GEP_47 and DEGs","No"
"Chir01Ox-b04460.2",1.0303083810989,0.7945,0.075,35,"DEGs","Yes"
"Chir03Ox-b16150.2",2.54042896159026,0.912,0.08,36,"GEP_47 and DEGs","No"
"Chir08Ox-b04440.2",1.22536894450512,0.847,0.082,37,"GEP_12 and DEGs","Yes"
"Chir07Ox-b30550.2",1.9558778748475,0.901,0.084,38,"GEP_12 and DEGs","No"
"Chir07Ox-b12070.2",1.76372115825547,0.86,0.085,39,"GEP_26 and DEGs","No"
"Chir03Ox-b16140.2",2.20509567219287,0.919,0.088,40,"GEP_12 and DEGs","No"
"Chir07Ox-b18410.2",1.50133446784656,0.904,0.088,41,"GEP_12 and DEGs","Yes"
"Chir02Ox-b25630.2",1.44673822169099,0.776,0.088,42,"GEP_26 and DEGs","No"
"Chir01Ox-b38370.2",1.72542324634063,0.918,0.089,43,"GEP_12 and DEGs","No"
"Chir06Ox-b02270.2",1.96571882283282,0.881,0.089,44,"GEP_47 and DEGs","No"
"Chir04Ox-b27290.2",1.44168929707359,0.791,0.091,45,"GEP_26 and DEGs","No"
"Chir05Ox-b22010.2",1.33487585154118,0.669,0.092,46,"GEP_26 and DEGs","Yes"
"Chir02Ox-b22640.2",1.13461664603902,0.746,0.0925,47,"DEGs","Yes"
"Chir05Ox-b26960.2",0.690015203861495,0.6225,0.282,48,"DEGs","Yes"
"Chir03Ox-b16580.2",0.926651071314414,0.8255,0.3725,49,"DEGs","Yes"
"Chir06Ox-b16460.2",0.774280226832833,0.8295,0.524,50,"DEGs","Yes"
