"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir06Ox-b35150.2",0,0.533758798455004,0.248,0.014,0,"Chir06Ox-b35150.2"
"Chir08Ox-b22580.2",0,0.304830059609416,0.301,0.014,0,"Chir08Ox-b22580.2"
"Chir03Ox-b19030.2",0,0.349722145726175,0.296,0.021,0,"Chir03Ox-b19030.2"
"Chir06Ox-b35140.2",0,0.361293461278397,0.239,0.023,0,"Chir06Ox-b35140.2"
"Chir01Ox-b13690.2",0,0.585825866499946,0.19,0.024,0,"Chir01Ox-b13690.2"
"Chir06Ox-b35870.2",0,0.403592280452381,0.335,0.025,0,"Chir06Ox-b35870.2"
"Chir03Ox-b23410.2",3.8504651592973e-199,0.251224517621414,0.151,0.025,7.61352475947856e-195,"Chir03Ox-b23410.2"
"Chir08Ox-b09120.2",0,0.304239069850698,0.302,0.028,0,"Chir08Ox-b09120.2"
"Chir08Ox-b07590.2",0,0.707112107162685,0.334,0.031,0,"Chir08Ox-b07590.2"
"Chir01Ox-b35290.2",0,0.524429738800394,0.358,0.036,0,"Chir01Ox-b35290.2"
"Chir05Ox-b16230.2",0,0.488657526249336,0.302,0.037,0,"Chir05Ox-b16230.2"
"Chir01Ox-b42060.2",0,0.337418291052474,0.321,0.038,0,"Chir01Ox-b42060.2"
"Chir01Ox-b14900.2",0,0.546578327793144,0.363,0.039,0,"Chir01Ox-b14900.2"
"Chir01Ox-b41040.2",2.5157386692829e-117,0.272569928787578,0.154,0.039,4.97437007077308e-113,"Chir01Ox-b41040.2"
"Chir02Ox-b16340.2",0,0.28962838503247,0.351,0.04,0,"Chir02Ox-b16340.2"
"Chir01Ox-b13370.2",0,0.322721555498963,0.25,0.044,0,"Chir01Ox-b13370.2"
"Chir07Ox-b21340.2",0,0.318694309811519,0.328,0.044,0,"Chir07Ox-b21340.2"
"Chir07Ox-b35240.2",0,0.928636520119452,0.493,0.049,0,"Chir07Ox-b35240.2"
"Chir03Ox-b30470.2",0,0.495397892425825,0.383,0.055,0,"Chir03Ox-b30470.2"
"Chir01Ox-b19910.2",0,0.297791074753515,0.393,0.061,0,"Chir01Ox-b19910.2"
"Chir03Ox-b20060.2",0,0.352876093054707,0.408,0.061,0,"Chir03Ox-b20060.2"
"Chir04Ox-b21260.2",2.47060486107201e-78,0.254211050560254,0.183,0.066,4.88512699179768e-74,"Chir04Ox-b21260.2"
"Chir03Ox-b30070.2",0,0.432078292956896,0.348,0.071,0,"Chir03Ox-b30070.2"
"Chir06Ox-b10180.2",0,0.319131170602793,0.334,0.072,0,"Chir06Ox-b10180.2"
"Chir01Ox-b24160.2",0,0.48865327346113,0.38,0.073,0,"Chir01Ox-b24160.2"
"Chir04Ox-b20280.2",3.83091951139767e-289,0.550323529458571,0.32,0.078,7.57487714988661e-285,"Chir04Ox-b20280.2"
"Chir08Ox-b28070.2",1.21746075611728e-231,0.302509852001752,0.298,0.078,2.4072851530707e-227,"Chir08Ox-b28070.2"
"Chir07Ox-b11520.2",0,0.990902620975742,0.467,0.079,0,"Chir07Ox-b11520.2"
"Chir01Ox-b29650.2",0,0.507438039183097,0.505,0.08,0,"Chir01Ox-b29650.2"
"Chir06Ox-b04340.2",1.07827056275018e-166,0.421629188555955,0.266,0.08,2.13206438372593e-162,"Chir06Ox-b04340.2"
"Chir06Ox-b17160.2",8.9947024495092e-128,0.747128942750451,0.249,0.084,1.77852251534145e-123,"Chir06Ox-b17160.2"
"Chir01Ox-b28850.2",0,0.276900703388327,0.421,0.085,0,"Chir01Ox-b28850.2"
"Chir06Ox-b28700.2",1.20674092790377e-271,0.334076051686898,0.34,0.089,2.38608883674413e-267,"Chir06Ox-b28700.2"
"Chir06Ox-b11590.2",0,0.505725261537117,0.435,0.091,0,"Chir06Ox-b11590.2"
"Chir05Ox-b20810.2",1.65075807362274e-213,0.676402574100733,0.313,0.092,3.26404393897424e-209,"Chir05Ox-b20810.2"
"Chir08Ox-b06850.2",0,2.58998224245717,0.6,0.093,0,"Chir08Ox-b06850.2"
"Chir05Ox-b09870.2",3.89462112637277e-60,0.573859548447654,0.206,0.093,7.70083435317688e-56,"Chir05Ox-b09870.2"
"Chir06Ox-b21550.2",2.65981874592561e-303,0.314198731129481,0.369,0.094,5.25925960631871e-299,"Chir06Ox-b21550.2"
"Chir01Ox-b06960.2",0,0.310852061187989,0.413,0.097,0,"Chir01Ox-b06960.2"
"Chir06Ox-b04370.2",1.58615477188563e-163,0.528408623157367,0.297,0.097,3.13630383044945e-159,"Chir06Ox-b04370.2"
"Chir08Ox-b08610.2",6.18571186380472e-74,0.341284668691955,0.226,0.097,1.22310080683011e-69,"Chir08Ox-b08610.2"
"Chir08Ox-b29730.2",2.8573209486303e-119,0.270640785030642,0.271,0.098,5.64978071172669e-115,"Chir08Ox-b29730.2"
"Chir08Ox-b18120.2",0,0.259425247360451,0.437,0.107,0,"Chir08Ox-b18120.2"
"Chir01Ox-b18920.2",0,0.336552313159508,0.413,0.111,0,"Chir01Ox-b18920.2"
"Chir02Ox-b14980.2",0,0.365367902602756,0.419,0.115,0,"Chir02Ox-b14980.2"
"Chir08Ox-b23810.2",0,0.732663951839083,0.508,0.119,0,"Chir08Ox-b23810.2"
"Chir02Ox-b14000.2",0,1.10122457485528,0.592,0.125,0,"Chir02Ox-b14000.2"
"Chir02Ox-b13550.2",0,0.438032219097276,0.535,0.129,0,"Chir02Ox-b13550.2"
"Chir01Ox-b34570.2",0,0.364644104820143,0.451,0.134,0,"Chir01Ox-b34570.2"
"Chir03Ox-b05480.2",0,0.466458212598613,0.553,0.149,0,"Chir03Ox-b05480.2"
"Chir04Ox-b25400.2",0,1.61805773220294,0.797,0.15,0,"Chir04Ox-b25400.2"
"Chir05Ox-b12990.2",0,0.681295592207257,0.569,0.154,0,"Chir05Ox-b12990.2"
"Chir08Ox-b25470.2",1.37129162816263e-267,0.334728582563886,0.459,0.154,2.71145493636598e-263,"Chir08Ox-b25470.2"
"Chir04Ox-b22270.2",4.74180557511851e-250,0.389597570870294,0.466,0.157,9.37597216368183e-246,"Chir04Ox-b22270.2"
"Chir01Ox-b01170.2",0,0.333085589190347,0.514,0.164,0,"Chir01Ox-b01170.2"
"Chir08Ox-b28310.2",1.88281811063568e-296,0.395375783037418,0.491,0.165,3.72289625015993e-292,"Chir08Ox-b28310.2"
"Chir02Ox-b02980.2",0,2.66974322591668,0.732,0.168,0,"Chir02Ox-b02980.2"
"Chir04Ox-b00170.2",0,0.545475205989244,0.527,0.172,0,"Chir04Ox-b00170.2"
"Chir06Ox-b14320.2",0,0.564954918481517,0.518,0.172,0,"Chir06Ox-b14320.2"
"Chir03Ox-b32220.2",5.25848261940949e-291,0.398008801433314,0.541,0.194,1.03975976833584e-286,"Chir03Ox-b32220.2"
"Chir04Ox-b19210.2",8.59673004891787e-239,0.330613773113808,0.536,0.207,1.69983143257253e-234,"Chir04Ox-b19210.2"
"Chir04Ox-b08330.2",2.29901674091477e-244,0.324540927566181,0.546,0.213,4.54584580181077e-240,"Chir04Ox-b08330.2"
"Chir06Ox-b00490.2",2.93834792086163e-245,0.563423460717922,0.546,0.214,5.80999534391971e-241,"Chir06Ox-b00490.2"
"Chir06Ox-b04440.2",2.58769837957634e-254,0.365001308691402,0.543,0.215,5.1166560059363e-250,"Chir06Ox-b04440.2"
"Chir05Ox-b11620.2",0,0.564158640355765,0.595,0.216,0,"Chir05Ox-b11620.2"
"Chir07Ox-b30310.2",4.42903989835905e-244,0.333138541752894,0.539,0.216,8.75754059102535e-240,"Chir07Ox-b30310.2"
"Chir03Ox-b13460.2",0,0.66902264426988,0.63,0.221,0,"Chir03Ox-b13460.2"
"Chir05Ox-b28860.2",0,0.860838431036513,0.664,0.223,0,"Chir05Ox-b28860.2"
"Chir02Ox-b16260.2",0,0.592143756369536,0.691,0.229,0,"Chir02Ox-b16260.2"
"Chir05Ox-b09350.2",5.95891964120543e-229,0.444878036280926,0.542,0.23,1.17825718065555e-224,"Chir05Ox-b09350.2"
"Chir06Ox-b20020.2",0,0.623667710101009,0.633,0.232,0,"Chir06Ox-b20020.2"
"Chir04Ox-b18040.2",0,0.405971674828779,0.601,0.233,0,"Chir04Ox-b18040.2"
"Chir04Ox-b18080.2",9.50655095368609e-269,0.367786445880914,0.607,0.235,1.87973032007235e-264,"Chir04Ox-b18080.2"
"Chir02Ox-b11660.2",0,0.722885843835166,0.694,0.245,0,"Chir02Ox-b11660.2"
"Chir07Ox-b06140.2",1.47093456501618e-289,0.384216184368666,0.61,0.245,2.90847891540649e-285,"Chir07Ox-b06140.2"
"Chir01Ox-b08540.2",5.5265063485309e-220,0.334589222979794,0.557,0.248,1.09275610029502e-215,"Chir01Ox-b08540.2"
"Chir06Ox-b09070.2",1.98662570894498e-215,0.32126656269476,0.569,0.255,3.92815501429691e-211,"Chir06Ox-b09070.2"
"Chir04Ox-b18730.2",2.58210357739355e-198,0.351143088549119,0.573,0.264,5.10559340358027e-194,"Chir04Ox-b18730.2"
"Chir01Ox-b20320.2",1.16005552397391e-206,0.359994914660355,0.59,0.268,2.29377778755362e-202,"Chir01Ox-b20320.2"
"Chir04Ox-b25070.2",0,0.651506795630745,0.675,0.275,0,"Chir04Ox-b25070.2"
"Chir07Ox-b03460.2",4.12519511688418e-243,0.392054794827674,0.622,0.275,8.15674830461509e-239,"Chir07Ox-b03460.2"
"Chir03Ox-b25200.2",2.34833492846022e-238,0.49870822016069,0.618,0.281,4.64336265404439e-234,"Chir03Ox-b25200.2"
"Chir01Ox-b33620.2",0,0.92926602520451,0.787,0.282,0,"Chir01Ox-b33620.2"
"Chir01Ox-b12150.2",1.10535898609434e-207,0.461727272641842,0.599,0.294,2.18562632320433e-203,"Chir01Ox-b12150.2"
"Chir06Ox-b13240.2",0,0.919458781651454,0.783,0.296,0,"Chir06Ox-b13240.2"
"Chir03Ox-b12420.2",0,0.850940436834589,0.727,0.297,0,"Chir03Ox-b12420.2"
"Chir01Ox-b14810.2",0,1.17785081807127,0.809,0.3,0,"Chir01Ox-b14810.2"
"Chir07Ox-b27160.2",0,1.35459351576923,0.756,0.305,0,"Chir07Ox-b27160.2"
