"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir06Ox-b16730.2",3.23512931944383e-266,0.732331523790787,0.113,0.016,6.39682120333629e-262,"Chir06Ox-b16730.2"
"Chir06Ox-b25230.2",0,0.414552061313817,0.141,0.017,0,"Chir06Ox-b25230.2"
"Chir02Ox-b19530.2",1.56251502215676e-254,0.620664446544227,0.114,0.017,3.08956095331056e-250,"Chir02Ox-b19530.2"
"Chir06Ox-b16750.2",3.62486264481675e-253,0.925539114874236,0.125,0.02,7.16744090759616e-249,"Chir06Ox-b16750.2"
"Chir03Ox-b13130.2",0,0.256056396075563,0.218,0.024,0,"Chir03Ox-b13130.2"
"Chir07Ox-b02670.2",5.82002790773028e-298,0.415606057221818,0.148,0.024,1.15079411819551e-293,"Chir07Ox-b02670.2"
"Chir05Ox-b06080.2",0,0.326364683950477,0.204,0.028,0,"Chir05Ox-b06080.2"
"Chir03Ox-b00110.2",3.01452258533063e-234,0.483904694939001,0.15,0.03,5.96061550797426e-230,"Chir03Ox-b00110.2"
"Chir07Ox-b14860.2",0,0.395835117411112,0.193,0.031,0,"Chir07Ox-b14860.2"
"Chir08Ox-b24790.2",0,0.680055320352303,0.24,0.033,0,"Chir08Ox-b24790.2"
"Chir06Ox-b31280.2",0,0.3183987306233,0.232,0.035,0,"Chir06Ox-b31280.2"
"Chir07Ox-b09390.2",0,0.875831030239482,0.245,0.035,0,"Chir07Ox-b09390.2"
"Chir05Ox-b13500.2",5.55812866842228e-200,0.263199336424194,0.163,0.04,1.09900878160714e-195,"Chir05Ox-b13500.2"
"Chir04Ox-b25840.2",1.23939408011186e-139,0.435392427545425,0.141,0.04,2.45065391460518e-135,"Chir04Ox-b25840.2"
"Chir01Ox-b36490.2",0,0.367854607274284,0.295,0.044,0,"Chir01Ox-b36490.2"
"Chir02Ox-b24130.2",2.88553735584431e-183,0.347520603785434,0.168,0.046,5.70557301371095e-179,"Chir02Ox-b24130.2"
"Chir01Ox-b20860.2",0,0.328988640209784,0.24,0.048,0,"Chir01Ox-b20860.2"
"Chir03Ox-b31670.2",0,1.25883902102101,0.291,0.048,0,"Chir03Ox-b31670.2"
"Chir07Ox-b35760.2",3.86142266097717e-75,0.412957093629799,0.132,0.051,7.63519102755016e-71,"Chir07Ox-b35760.2"
"Chir07Ox-b09460.2",0,1.39076086591682,0.322,0.052,0,"Chir07Ox-b09460.2"
"Chir02Ox-b15590.2",0,1.24952455927862,0.339,0.057,0,"Chir02Ox-b15590.2"
"Chir07Ox-b03620.2",0,0.410092446678229,0.297,0.06,0,"Chir07Ox-b03620.2"
